star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 643743403|57.15544487018|51.82291283587|null|null|643743403|251529919263743744|null|null|null|null|null|null|tic_near|-57.991|1.825|-50.433|1.304|TIC gaia2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|11.325|0.6|11.7547|null|null|null|null|null|null|null|22.0045|0.7038|TIC gaia2|2019AJ....158..138S|45.4762|1.4692|TIC bj2018|2019AJ....158..138S|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.675995|7.544423|251529919268255616|0.675995|7.544423|251529919268255616|0|0|null|null|null|null|null|null|0|null
TIC 286520195|72.3728|48.4794|null|null|286520195|null|null|null|2MASS J04492947+4828459|null|WDS J04494+4828AB|G  81-34|tic_near|178.0|8.0|-195.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.137|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.426|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.169|0.09|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.059|0.029|TIC|2019AJ....158..138S|8.435|0.061|TIC|2019AJ....158..138S|8.17|0.026|TIC|2019AJ....158..138S|10.631|0.062|null|null|null|null|null|null|null|null|null|null|Simbad||13.6|2.7|Simbad 2009ApJ...699..649S|2009ApJ...699..649S|0|M4.0V|2015A&A...577A.128A|1|3295.0|null|Simbad 2015ApJS..220...16T|2015ApJS..220...16T|4.919635423678241|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.2|null|Simbad 2015ApJS..220...16T|2015ApJS..220...16T|-2.0979309500200123|null|Pecaut_and_Mamajek_2013|Calculated Value|0.2741424766658971|null|calc_from_L_and_Teff|Calculated Value|0.22778255514034107|0.004959907852357977|Mann2019|Calculated Value|0|null|null|null|null|null|4.176498|12.445678|256020908870126208|3.803057|13.089593|256020908867161344|1|0|AB|0.7|0.5700000000000003|null|null|null|0|null
TIC 470449735|66.2205|53.6638|null|null|470449735|null|275424128001327488|null|2MASS J04245290+5339495|null|null|PM J04248+5339E|tic_near|-27.0|8.0|-32.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.57|0.05|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.95|0.08|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.63|0.09|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.587|0.023|TIC|2019AJ....158..138S|9.003|0.032|TIC|2019AJ....158..138S|8.717|0.019|TIC|2019AJ....158..138S|11.144|0.041|null|null|null|null|null|null|null|null|null|null|null|null|36.8536|null|TIC|2019AJ....158..138S|0|M3.85|2015ApJS..220...16T|1|3316.0|null|Simbad 2015ApJS..220...16T|2015ApJS..220...16T|4.835044055777235|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.38|null|Simbad 2015ApJS..220...16T|2015ApJS..220...16T|-1.6978856230437989|null|update_TIC|Calculated Value|0.42902321155129675|null|calc_from_L_and_Teff|Calculated Value|0.4591324703190683|0.010291790430024945|Mann2019|Calculated Value|0|null|null|null|null|null|6.424668|20.208889|275424128001326720|6.424668|20.208889|275424128001326720|0|0|null|null|null|null|null|null|0|null
TIC 471012537|68.803|58.3523|null|null|471012537|null|null|null|2MASS J04351236+5821100|null|null|null|tic_near|213.63|2.0|-314.18|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.4|0.408|TIC apassdr9|2019AJ....158..138S|13.512|0.054|TIC cdwrf|2019AJ....158..138S|null|null|null|null|null|null|null|null|9.661|0.02|TIC|2019AJ....158..138S|9.112|0.019|TIC|2019AJ....158..138S|8.86|0.016|TIC|2019AJ....158..138S|11.108|0.059|null|null|null|null|null|null|null|null|null|null|null|null|48.1282|null|TIC|2019AJ....158..138S|0|null|null|1|3030.1997778525656|null|Pecaut_and_Mamajek_2013|Calculated Value|4.824696936963748|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.7825160557860937|null|update_TIC|Calculated Value|0.4660710128019001|null|calc_from_L_and_Teff|Calculated Value|0.5290948027038763|0.012333345580688417|Mann2019|Calculated Value|0|null|null|null|null|null|3.709516|12.347996|278584536738548864|2.964215|20.89905|278584536737565568|0|0|null|null|null|null|null|null|0|null
TIC 411628298|20.543|22.1508|null|null|411628298|null|289699156182894592|null|2MASS J01221027+2209032|null|WDS J01222+2209AB|G  34-23|tic_near|227.67|2.0|-139.46|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.72|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.996|0.034|TIC cdwrf|2019AJ....158..138S|12.72|0.07|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.412|0.021|TIC|2019AJ....158..138S|7.82|0.016|TIC|2019AJ....158..138S|7.537|0.017|TIC|2019AJ....158..138S|10.017|0.05|null|null|null|null|null|null|null|null|85.68|1.71|Simbad 2020AJ....160..215V|2020AJ....160..215V|11.671335200746965|0.23293631177961374|Simbad plx 2020AJ....160..215V|2020AJ....160..215V|0|M4.0V|2014AJ....148...36A|1|3168.0|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|5.375278487180936|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-2.55954915906699|null|update_TIC|Calculated Value|0.1743041468465131|null|calc_from_L_and_Teff|Calculated Value|0.26292161957068294|0.005784734253479146|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|0.3|0.9000000000000004|null|null|null|0|null
TIC 174326589|15.8082|31.6833|null|null|174326589|313386725454611200|null|null|2MASS J01031395+3140598|null|null|LP  294-40|tic_near|206.22|2.0|-11.44|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.25|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.639|0.034|TIC cdwrf|2019AJ....158..138S|13.3|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.561|0.021|TIC|2019AJ....158..138S|8.957|0.023|TIC|2019AJ....158..138S|8.685|0.02|TIC|2019AJ....158..138S|11.036|0.043|null|null|null|null|null|null|null|null|24.9|6.0|Simbad 2014ApJ...784..156D|2014ApJ...784..156D|40.16064257028113|9.677263269947261|Simbad plx 2014ApJ...784..156D|2014ApJ...784..156D|0|M3.14|2015ApJS..220...16T|1|3375.0|null|Simbad 2015ApJS..220...16T|2015ApJS..220...16T|4.5998862545938675|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.3|null|Simbad 2015ApJS..220...16T|2015ApJS..220...16T|-1.3999139301338157|null|Pecaut_and_Mamajek_2013|Calculated Value|0.5836441346722465|null|calc_from_L_and_Teff|Calculated Value|0.49444145774902637|0.01113133713557273|Mann2019|Calculated Value|0|null|null|null|null|null|3.370586|12.740312|313386725454611200|3.370586|12.740312|313386725454611200|0|0|null|null|null|null|null|null|0|null
TIC 129789754|35.2669|36.8846|null|null|129789754|null|null|null|2MASS J02210396+3653053|null|WDS J02212+3653AB|G  74-19|tic_near|753.55|2.0|-592.13|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.924|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.261|0.15|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.893|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.368|0.02|TIC|2019AJ....158..138S|8.78|0.017|TIC|2019AJ....158..138S|8.562|0.019|TIC|2019AJ....158..138S|10.938|0.059|null|null|null|null|null|null|null|null|null|null|null|null|37.607|null|TIC|2019AJ....158..138S|0|M3V|1995AJ....110.1838R|1|3197.6208466801404|null|Pecaut_and_Mamajek_2013|Calculated Value|4.316135758454969|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.2127345096215012|null|Pecaut_and_Mamajek_2013|Calculated Value|0.8065502994985894|null|calc_from_L_and_Teff|Calculated Value|0.4912822176131459|0.011044993990390167|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|1.2|0.09999999999999964|null|null|null|0|null
TIC 129762186|35.1063|37.7915|null|null|129762186|null|null|null|2MASS J02202524+3747307|null|null|null|tic_near|338.71|2.0|-65.01|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.415|0.112|TIC apassdr9|2019AJ....158..138S|12.685|0.038|TIC cdwrf|2019AJ....158..138S|null|null|null|null|null|null|null|null|8.952|0.021|TIC|2019AJ....158..138S|8.327|0.023|TIC|2019AJ....158..138S|8.114|0.02|TIC|2019AJ....158..138S|10.341|0.04|null|null|null|null|null|null|null|null|null|null|null|null|41.5714|null|TIC|2019AJ....158..138S|0|null|null|1|3140.8976000430666|null|Pecaut_and_Mamajek_2013|Calculated Value|4.765421721511476|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.6104795341536227|null|update_TIC|Calculated Value|0.528816895640464|null|calc_from_L_and_Teff|Calculated Value|0.5942439090302557|0.014941237790105174|Mann2019|Calculated Value|0|null|null|null|null|null|2.676273|11.585277|331611611723173760|2.676273|11.585277|331611611723173760|0|0|null|null|null|null|null|null|0|null
TIC 331805704|6.53440073198|37.74040125104|null|null|331805704|378941498488376704|null|null|2MASS J00260838+3744259|2783-01785-1|null|TYC 2783-1785-1|tic_near|92.877|1.691|10.152|1.087|TIC gaia2|2019AJ....158..138S|null|null|null|null|12.44|0.18|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|12.6|0.24|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|10.787|0.022|TIC|2019AJ....158..138S|10.544|0.035|TIC|2019AJ....158..138S|10.526|0.021|TIC|2019AJ....158..138S|11.375|0.006|11.7656|null|null|null|12.0166|null|11.275|null|28.3867|1.0274|TIC gaia2|2019AJ....158..138S|35.2808|1.2916|TIC bj2018|2019AJ....158..138S|0|null|null|0|6331.7|null|TIC|2019AJ....158..138S|6.443862228417467|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.101|0.012|TIC|2019AJ....158..138S|-1.7476260579099523|null|calc_from_gaia|Calculated Value|0.11112172046447166|null|calc_from_L_and_Teff|Calculated Value|1.2513895234770789|0.1821101892591419|TIC_teff_mass_relation|Calculated Value|1|null|null|null|null|null|1.454957|12.422848|378941498488376704|1.454957|12.422848|378941498488376704|0|0|null|null|null|null|null|null|0|null
TIC 191228368|9.0352|45.5159|null|null|191228368|null|389034602914964736|null|2MASS J00360847+4530575|3249-00477-1|null|G 172-13|tic_near|-269.91|2.0|-142.22|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|13.27|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.71|0.05|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|11.25|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.167|0.029|TIC|2019AJ....158..138S|7.576|0.016|TIC|2019AJ....158..138S|7.359|0.021|TIC|2019AJ....158..138S|9.515|0.04|null|null|null|null|null|null|null|null|43.9|9.8|Simbad 2002AJ....123.2806R|2002AJ....123.2806R|22.779043280182233|5.085071165052071|Simbad plx 2002AJ....123.2806R|2002AJ....123.2806R|0|M2.0V|2013AJ....145..102L|1|3558.0|null|Simbad 2014MNRAS.443.2561G|2014MNRAS.443.2561G|4.541770898974548|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.2369681728704078|null|Pecaut_and_Mamajek_2013|Calculated Value|0.633514662449363|null|calc_from_L_and_Teff|Calculated Value|0.5095849738919296|0.011592643529163622|Mann2019|Calculated Value|0|null|null|null|null|null|9.098089|16.234835|389034602916741248|9.098089|16.234835|389034602916741248|0|0|null|null|null|null|null|null|0|null
TIC 196524066|16.3097|47.2943|null|null|196524066|null|null|null|2MASS J01051432+4717394|null|null|PM J01052+4717|tic_near|-117.78|2.0|40.37|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|14.723|0.023|TIC apassdr9|2019AJ....158..138S|13.156|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|12.741|0.05|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.322|0.023|TIC|2019AJ....158..138S|8.647|0.017|TIC|2019AJ....158..138S|8.482|0.018|TIC|2019AJ....158..138S|10.761|0.058|null|null|null|null|null|null|null|null|null|null|null|null|49.3784|null|TIC|2019AJ....158..138S|0|null|null|1|3353.5861060019497|null|Pecaut_and_Mamajek_2013|Calculated Value|4.7359878657441685|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.4666092919824487|null|update_TIC|Calculated Value|0.547430607272798|null|calc_from_L_and_Teff|Calculated Value|0.595084158770195|0.014959027207593093|Mann2019|Calculated Value|0|null|null|null|null|null|2.04848|12.662491|401326421358047744|2.04848|12.662491|401326421358047744|0|0|null|null|null|null|null|null|0|null
TIC 702974015|81.33386516925|65.18154538732|null|null|702974015|480029532393551360|null|null|null|4088-195-2|WDS J05253+6511Ba,Bb|MCC 460B|tic_near|-111.756|0.488|17.785|0.424|TIC gaia2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|11.514|0.6|11.9438|null|null|null|null|null|null|null|26.1718|0.2407|TIC gaia2|2019AJ....158..138S|38.173|0.3534|TIC bj2018|2019AJ....158..138S|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|1.399951|9.93894|480029532396056832|1.399951|9.93894|480029532396056832|1|0|Ba,Bb|0.3|-0.5|null|null|null|0|null
TIC 10964358|29.52658488845|61.21772187615|null|null|10964358|508253166949683456|null|null|2MASS J01580633+6113038|null|null|null|tic_near|-18.777|1.565|2.036|1.956|TIC gaia2|2019AJ....158..138S|null|null|null|null|13.533|0.042|TIC bpbj|2019AJ....158..138S|12.156|0.057|TIC ucac4|2019AJ....158..138S|null|null|null|null|null|null|null|null|10.727|0.022|TIC|2019AJ....158..138S|10.445|0.022|TIC|2019AJ....158..138S|10.355|0.018|TIC|2019AJ....158..138S|11.49|0.006|11.9832|null|null|null|12.3417|null|11.3933|null|29.3746|1.6698|TIC gaia2|2019AJ....158..138S|34.2282|2.0161|TIC bj2018|2019AJ....158..138S|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.302226|12.594882|508253166949683456|0.302226|12.594882|508253166949683456|0|0|null|null|null|null|null|null|0|null
TIC 461417510|3.3161|69.3271|null|null|461417510|null|null|1068|2MASS J00131578+6919372|null|WDS J00133+6919AB|G 241-76|tic_near|717.01|6.89|-292.41|6.21|TIC tic7|2019AJ....158..138S|null|null|null|null|null|null|null|null|12.49|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|14.7|null|Simbad 2003AJ....125..984M|2003AJ....125..984M|null|null|null|null|8.556|0.024|TIC|2019AJ....158..138S|7.984|0.02|TIC|2019AJ....158..138S|7.746|0.02|TIC|2019AJ....158..138S|10.353|0.032|null|null|null|null|null|null|null|null|37.3|6.34|TIC hip|2019AJ....158..138S|26.809651474530835|4.556921993258056|TIC plx hip|2019AJ....158..138S|0|M4|1985ApJS...59..197B|1|3540.0|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|5.144086267553674|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.513|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|-1.852634464350815|0.22453089234897353|update_TIC|Calculated Value|0.31501329879252243|null|calc_from_L_and_Teff|Calculated Value|0.5042854264443014|0.011421428096171117|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|0.8|0.049999999999998934|null|null|null|0|null
TIC 289663523|56.3665|72.9923|56.36951661528114|72.99032045720507|289663523|null|543701666645486592|null|2MASS J03452793+7259323|4335-01972-1|WDS J03454+7259A|G 221-21|tic_near|203.0|8.0|-451.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|13.095|0.253|TIC tycho2b3|2019AJ....158..138S|11.406|0.085|TIC cdwrf|2019AJ....158..138S|11.03|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|8.296|0.03|TIC|2019AJ....158..138S|7.618|0.031|TIC|2019AJ....158..138S|7.416|0.027|TIC|2019AJ....158..138S|9.527|0.03|10.649239540100098|0.0027620680474971676|gaia_dr3|2023A&A...674A...1G|11.73530387878418|0.0028837926048973896|9.615036010742188|0.0037889146978048807|39.0878|0.0128|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|25.5834|0.0083|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|M0V|1986AJ.....92..139S|1|3664.0|6.5|gspspec|2023A&A...674A...1G|5.0855020657576615|null|calculated_from_M_and_R|Calculated Value|4.659999847412109|0.034999847412109375|gspspec|2023A&A...674A...1G|-0.3799999952316284|0.019999995827674866|gspspec [M/H]|2023A&A...674A...1G|-1.7042688926174498|null|update_TIC|Calculated Value|0.3488247314418787|null|calc_from_L_and_Teff|Calculated Value|0.54031742744848|0.012828183303721801|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|1|A|8.1|8.04|543741661380991872|574.1488|2.9094|0|null
TIC 471012552|53.5487|74.6499|null|null|471012552|null|null|null|2MASS J03341163+7438597|null|null|null|tic_near|174.54|2.0|-6.82|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.068|0.111|TIC apassdr9|2019AJ....158..138S|13.482|0.051|TIC cdwrf|2019AJ....158..138S|null|null|null|null|null|null|null|null|9.662|0.039|TIC|2019AJ....158..138S|9.083|0.04|TIC|2019AJ....158..138S|8.846|0.018|TIC|2019AJ....158..138S|11.041|0.04|null|null|null|null|null|null|null|null|null|null|null|null|48.8023|null|TIC|2019AJ....158..138S|0|null|null|1|3317.2556221913646|null|Pecaut_and_Mamajek_2013|Calculated Value|5.008052239930867|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.8029952719769542|null|update_TIC|Calculated Value|0.37983688109024283|null|calc_from_L_and_Teff|Calculated Value|0.5360173842443319|0.012634772044654515|Mann2019|Calculated Value|0|null|null|null|null|null|6.295763|12.899823|544900684074974720|4.803216|13.458184|544900684075863808|0|0|null|null|null|null|null|null|0|null
TIC 283784587|134.7348|8.4738|null|null|283784587|null|null|null|2MASS J08585633+0828259|null|WDS J08589+0829AB|G  41-14|tic_near|376.0|8.0|-343.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|12.62|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.98|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|10.56|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|6.507|0.018|TIC|2019AJ....158..138S|5.966|0.033|TIC|2019AJ....158..138S|5.688|0.016|TIC|2019AJ....158..138S|8.206|0.014|null|null|null|null|null|null|null|null|147.66|1.98|Simbad 2006AJ....132.2360H|2006AJ....132.2360H|6.772314777190844|0.0908112099338878|Simbad plx 2006AJ....132.2360H|2006AJ....132.2360H|1|M3.5V|1994AJ....108.1437H|1|3333.0|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|4.862941826233159|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|-0.359|null|Simbad 2020AJ....160..120J|2020AJ....160..120J|-1.8275467037394806|null|Pecaut_and_Mamajek_2013|Calculated Value|0.3657704913020634|null|calc_from_L_and_Teff|Calculated Value|0.3558701244751335|0.007976747560586694|Mann2019|Calculated Value|0|null|null|null|null|null|7.36975|9.97131|585250252550906624|7.36975|9.97131|585250252550906624|1|0|AB|0.4|2.0|null|null|null|0|null
TIC 330636179|136.1293|16.4171|null|null|330636179|610898178044618112|null|null|2MASS J09043103+1625011|1401-1401-2|WDS J09045+1625B|BD+16  1895B|tic_near|-36.03|2.0|-200.29|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|13.69|0.0|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.69|0.1|TIC cdwrf|2019AJ....158..138S|null|null|null|null|null|null|null|null|9.097|0.128|TIC|2019AJ....158..138S|8.511|0.084|TIC|2019AJ....158..138S|8.396|0.122|TIC|2019AJ....158..138S|10.718|0.075|null|null|null|null|null|null|null|null|null|null|null|null|24.0604|null|TIC|2019AJ....158..138S|0|M-0.14|2015ApJS..220...16T|1|3554.0|null|Simbad 2015ApJS..220...16T|2015ApJS..220...16T|5.870604124611033|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|0.04|null|Simbad 2015ApJS..220...16T|2015ApJS..220...16T|-2.71539431373061|null|Pecaut_and_Mamajek_2013|Calculated Value|0.11574990441087372|null|calc_from_L_and_Teff|Calculated Value|0.3627252422173975|0.008137930819495728|Mann2019|Calculated Value|0|null|null|null|null|null|5.30364|10.299391|610898178040062848|3.43108|13.089106|610898182336062592|1|0|B|4.2|-2.9399999999999995|null|null|null|0|null
TIC 87950702|145.564756|21.730675|null|null|87950702|640804314495365888|null|null|2MASS J09421557+2143510|1416-00431-1|null|BD+22  2118|tic_near|-248.199|1.077|-317.477|1.402|TIC tic7|2019AJ....158..138S|null|null|null|null|10.546|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.854|0.09|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.445|0.05|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.857|0.021|TIC|2019AJ....158..138S|7.368|0.017|TIC|2019AJ....158..138S|7.28|0.044|TIC|2019AJ....158..138S|8.662|0.017|null|null|null|null|null|null|null|null|25.2502|0.0203|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|39.6036|0.0318|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|K2|1985ApJS...59..197B|1|4776.0|null|Simbad 2018A&A...615A..31D|2018A&A...615A..31D|4.784723157537629|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-0.7894070213820173|null|Pecaut_and_Mamajek_2013|Calculated Value|0.5886003254699204|null|calc_from_L_and_Teff|Calculated Value|0.7696557637720227|0.08436295406053135|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|6.514966|9.353343|640804314495365888|6.514966|9.353343|640804314495365888|0|0|null|null|null|null|null|null|0|null
TIC 443957009|123.880021|9.977782|null|null|443957009|null|648535255631397120|40449|2MASS J08153120+0958399|0798-01875-1|WDS J08155+0959AB|BD+10  1762|tic_near|-28.78|2.0|-148.24|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|10.623|0.03|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.682|0.15|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.362|0.02|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|7.736|0.024|TIC|2019AJ....158..138S|7.255|0.038|TIC|2019AJ....158..138S|7.152|0.018|TIC|2019AJ....158..138S|8.574|0.018|null|null|null|null|null|null|null|null|20.96|1.71|TIC hip|2019AJ....158..138S|47.70992366412214|3.8923649554221775|TIC plx hip|2019AJ....158..138S|0|K5||1|4681.0|125.0|McDonald2017|2017MNRAS.471..770M|4.38363814754263|0.12777542615818618|calculated_from_M_and_R|Calculated Value|4.297|null|McDonald2017|2017MNRAS.471..770M|null|null|null|null|-0.43652030434681965|0.10911408052491653|update McDonald2017|2017MNRAS.471..770M|0.9198461827303359|0.1255625200289821|calc_from_L_and_Teff|Calculated Value|0.746450375884797|0.08186686091850408|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|0.2|0.20000000000000107|null|null|null|0|null
TIC 197247983|134.3143|19.4049|null|null|197247983|null|660514945913335808|null|2MASS J08571541+1924177|null|null|LP  426-35|tic_near|107.0|8.0|-155.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|15.07|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.5|0.01|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|13.08|0.1|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|null|null|null|null|9.447|0.025|TIC|2019AJ....158..138S|8.866|0.024|TIC|2019AJ....158..138S|8.606|0.018|TIC|2019AJ....158..138S|10.917|0.04|null|null|null|null|null|null|null|null|28.5|3.4|Simbad 2014ApJ...784..156D|2014ApJ...784..156D|35.08771929824562|4.185903354878424|Simbad plx 2014ApJ...784..156D|2014ApJ...784..156D|0|M3.5V|2015A&A...577A.128A|1|3347.7287256335067|null|Pecaut_and_Mamajek_2013|Calculated Value|4.707219934127368|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|-1.5528481739703555|null|Pecaut_and_Mamajek_2013|Calculated Value|0.49742549429666905|null|calc_from_L_and_Teff|Calculated Value|0.45984173724071703|0.010306833033410855|Mann2019|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|0|0|null|null|null|null|null|null|0|null
