star_name|ra|dec|ra_J2016|dec_J2016|tic_id|gaia_dr2_id|gaia_dr3_id|hip_name|tm_name|tyc_name|wds_designation|simbad_name|source_list_fl|sy_pmra|sy_pmraerr|sy_pmdec|sy_pmdecerr|sy_pmsrc|sy_pm_reflink|sy_ujmag|sy_ujmagerr|sy_ujmagsrc|sy_ujmag_reflink|sy_bmag|sy_bmagerr|sy_bmagsrc|sy_bmag_reflink|sy_vmag|sy_vmagerr|sy_vmagsrc|sy_vmag_reflink|sy_rcmag|sy_rcmagerr|sy_rcmagsrc|sy_rcmag_reflink|sy_icmag|sy_icmagerr|sy_icmagsrc|sy_icmag_reflink|sy_jmag|sy_jmagerr|sy_jmagsrc|sy_jmag_reflink|sy_hmag|sy_hmagerr|sy_hmagsrc|sy_hmag_reflink|sy_kmag|sy_kmagmerr|sy_kmagsrc|sy_kmag_reflink|sy_tmag|sy_tmagerr|sy_gaiamag|sy_gaiamagerr|sy_gaiamagsrc|sy_gaiamag_reflink|sy_bpmag|sy_bpmagerr|sy_rpmag|sy_rpmagerr|sy_plx|sy_plxerr|sy_plxsrc|sy_plx_reflink|sy_dist|sy_disterr|sy_distsrc|sy_dist_reflink|ambiguous_dist_fl|st_spectype|st_spectype_reflink|dwarf_fl|st_teff|st_tefferr|st_teffsrc|st_teff_reflink|st_logg|st_loggerr|st_loggsrc|st_logg_reflink|st_loggspec|st_loggspecerr|st_loggspecsrc|st_loggspec_reflink|st_met|st_meterr|st_metsrc|st_met_reflink|st_lum|st_lumerr|st_lumsrc|st_lum_reflink|st_rad|st_raderr|st_radsrc|st_rad_reflink|st_mass|st_masserr|st_masssrc|st_mass_reflink|uncertain_M_flag|st_age|st_ageerr|st_agesrc|st_age_reflink|contaminant_fl|brightest_sep|brightest_Gmag|brightest_id|nearest_sep|nearest_Gmag|nearest_id|known_binary_fl|gaia_binary_fl|wds_comp|wds_sep|wds_deltamag|GCNS_companion|GCNS_sep|GCNS_mag_diff|sy_planets_flag|hostname
TIC 367074022|339.357254|76.731827|null|null|367074022|null|null|null|2MASS J22372574+7643545|4600-00474-1|WDS J22374+7644AB|HD 214793|tic_bright|28.8|1.4|4.9|1.4|TIC tic7|2019AJ....158..138S|null|null|null|null|9.4|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.33|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|6.458|0.02|TIC|2019AJ....158..138S|6.014|0.027|TIC|2019AJ....158..138S|5.875|0.018|TIC|2019AJ....158..138S|7.342|0.03|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|K0|1993yCat.3135....0C|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.590427|8.570069|2280695945634332288|0.590427|8.570069|2280695945634332288|1|0|AB|0.3|0.10000000000000142|null|null|null|0|null
TIC 160113218|359.68381132254|-39.45000863529|null|null|160113218|null|null|null|2MASS J23584412-3926599|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|15.84|2.511|TIC apassdr9|2019AJ....158..138S|14.444|0.097|TIC ucac4|2019AJ....158..138S|null|null|null|null|null|null|null|null|1.771|0.274|TIC|2019AJ....158..138S|0.801|0.202|TIC|2019AJ....158..138S|0.165|0.222|TIC|2019AJ....158..138S|7.354|1.695|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|1.0|0.008511|9.172244|2306350197607656832|0.008511|9.172244|2306350197607656832|0|0|null|null|null|null|null|null|0|null
TIC 29274832|86.240862|22.910265|null|null|29274832|null|null|null|2MASS J05445780+2254369|1862-00458-1|WDS J05450+2255AB|HD  38190|tic_bright|-3.7|1.1|-7.2|1.0|TIC tic7|2019AJ....158..138S|null|null|null|null|9.51|0.03|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.43|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|6.307|0.018|TIC|2019AJ....158..138S|5.821|0.027|TIC|2019AJ....158..138S|5.667|0.018|TIC|2019AJ....158..138S|7.36|0.017|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|G5|1993yCat.3135....0C|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|1.0|0.068253|8.70359|3427539762280259072|0.068253|8.70359|3427539762280259072|1|0|AB|0.5|0.39000000000000057|null|null|null|0|null
TIC 255614397|97.450396|-50.236875|null|null|255614397|null|5550790105283190784|null|2MASS J06294809-5014127|null|WDS J06298-5014CD|CD-50  2240|tic_bright|-68.0|8.0|-52.0|8.0|TIC tic7|2019AJ....158..138S|null|null|null|null|2.253|0.527|TIC bpbj|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|6.865|0.026|TIC|2019AJ....158..138S|6.533|0.038|TIC|2019AJ....158..138S|6.468|0.023|TIC|2019AJ....158..138S|7.365|0.8|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|1|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|9.863143|14.876773|5550790105282715392|9.863143|14.876773|5550790105282715392|1|0|CD|0.4|0.75|null|null|null|0|null
TIC 291026328|310.150961|29.028362|null|null|291026328|null|null|null|2MASS J20403623+2901421|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|9.11|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|9.74|null|TIC|2019AJ....158..138S|13.318|0.311|TIC|2019AJ....158..138S|13.513|0.249|TIC|2019AJ....158..138S|7.368|0.167|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|4.381948|8.689178|1857433412613382400|3.824655|17.371128|1857433515687634944|0|0|null|null|null|null|null|null|0|null
TIC 5740740|348.35052047962|-15.32124521516|null|null|5740740|null|null|null|2MASS J23132411-1519163|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|13.601|0.462|TIC bpbj|2019AJ....158..138S|13.388|0.653|TIC ucac4|2019AJ....158..138S|null|null|null|null|null|null|null|null|4.526|0.24|TIC|2019AJ....158..138S|3.527|0.206|TIC|2019AJ....158..138S|3.084|0.246|TIC|2019AJ....158..138S|7.37|0.042|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|1.0|0.003255|10.05612|2407105148208865536|0.003255|10.05612|2407105148208865536|0|0|null|null|null|null|null|null|0|null
TIC 281982982|88.905876|5.604907|null|null|281982982|null|null|null|2MASS J05553741+0536176|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|10.19|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|9.374|null|TIC|2019AJ....158..138S|13.354|0.418|TIC|2019AJ....158..138S|13.78|0.372|TIC|2019AJ....158..138S|7.388|0.23|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|2.743307|9.560182|3320207567477919488|2.743307|9.560182|3320207567477919488|0|0|null|null|null|null|null|null|0|null
TIC 201126060|264.775958|-26.937788|null|null|201126060|null|null|null|2MASS J17390622-2656160|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|8.25|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|7.006|0.063|TIC|2019AJ....158..138S|6.902|0.067|TIC|2019AJ....158..138S|6.708|0.063|TIC|2019AJ....158..138S|7.408|0.067|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|3.783899|7.587284|4060968544186067584|0.4109|16.853411|4060968548575142400|0|0|null|null|null|null|null|null|0|null
TIC 197761293|326.648994|-57.703423|null|null|197761293|null|null|107522|2MASS J21463575-5742121|8815-00877-1|WDS J21466-5742AB|HD 206804|tic_bright|87.21|2.0|-909.19|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|10.38|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.38|0.04|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|9.1|0.06|Simbad 2012yCat.1322....0Z|2012yCat.1322....0Z|8.61|0.03|Simbad 2005yCat.2263....0D|2005yCat.2263....0D|6.246|0.024|TIC|2019AJ....158..138S|5.589|0.034|TIC|2019AJ....158..138S|5.425|0.024|TIC|2019AJ....158..138S|7.423|0.033|null|null|null|null|null|null|null|null|52.56|1.88|TIC hip|2019AJ....158..138S|19.025875190258752|0.6805297822999705|TIC plx hip|2019AJ....158..138S|0|K6.5Vk|2006AJ....132..161G|1|4081.0|125.0|McDonald2017|2017MNRAS.471..770M|4.3372201421321765|0.08854521216133515|calculated_from_M_and_R|Calculated Value|3.98|null|McDonald2017|2017MNRAS.471..770M|null|null|null|null|-0.6961324895040375|0.048186306482710745|update McDonald2017|2017MNRAS.471..770M|0.8975387558337945|0.07417804464726928|calc_from_L_and_Teff|Calculated Value|0.6386441463804694|0.07622838994599689|TIC_teff_mass_relation|Calculated Value|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|0.2|0.10999999999999943|null|null|null|0|null
TIC 230168624|317.99470125822|17.72226613893|null|null|230168624|null|null|null|2MASS J21115875+1743202|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|7.803|0.0|TIC apassdr9|2019AJ....158..138S|7.327|0.06|TIC apassdr9|2019AJ....158..138S|null|null|null|null|null|null|null|null|15.924|0.207|TIC|2019AJ....158..138S|16.03|0.303|TIC|2019AJ....158..138S|14.361|null|TIC|2019AJ....158..138S|7.431|0.787|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|1.0|5.851463|7.231156|1787990525934491776|0.047351|17.794067|1787990521640615168|0|0|null|null|null|null|null|null|0|null
TIC 38446629|54.585382|-11.20028|null|null|38446629|null|null|null|2MASS J03382048-1112010|null|null|null|tic_bright|41.31|2.0|31.37|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|8.8|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|7.259|9.998|TIC|2019AJ....158..138S|6.922|0.351|TIC|2019AJ....158..138S|7.448|9.998|TIC|2019AJ....158..138S|7.433|10.666|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|1|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|3.755212|7.537775|5115486545537710976|1.637658|14.698613|5115486614256641536|0|0|null|null|null|null|null|null|0|null
TIC 99143515|183.67663|-24.775515|null|null|99143515|3488911718200312704|null|null|2MASS J12144242-2446318|null|WDS J12147-2447B|HD 106453B|tic_bright|-293.95|2.0|-31.91|2.0|TIC tic7|2019AJ....158..138S|null|null|null|null|8.17|null|TIC tycho2|2019AJ....158..138S|14.2|null|Simbad||null|null|null|null|null|null|null|null|7.115|9.998|TIC|2019AJ....158..138S|6.489|0.261|TIC|2019AJ....158..138S|6.662|0.047|TIC|2019AJ....158..138S|7.448|9.998|null|null|null|null|null|null|null|null|34.1212|0.0527|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|29.3073|0.0452|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|null|null|1|null|null|Pecaut_and_Mamajek_2013|Calculated Value|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|8.471756|7.308208|3488911718201071616|4.354195|12.262332|3488911718200312704|1|0|B|4.3|-6.739999999999999|null|null|null|0|null
TIC 38450015|138.068926|-26.478949|null|null|38450015|null|null|null|2MASS J09121654-2628442|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|9.31|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|7.107|0.272|TIC|2019AJ....158..138S|6.708|0.118|TIC|2019AJ....158..138S|7.495|null|TIC|2019AJ....158..138S|7.46|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|3.863203|8.134434|5649832115551458688|1.617732|13.362656|5649832012473989120|0|0|null|null|null|null|null|null|0|null
TIC 464574276|156.581027|-58.327755|null|null|464574276|null|null|null|2MASS J10261944-5819399|8612-00698-1|WDS J10263-5820AB|HD  90616|tic_bright|6.0|1.4|-4.3|1.4|TIC tic7|2019AJ....158..138S|null|null|null|null|9.48|0.02|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|8.44|0.01|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|6.656|0.02|TIC|2019AJ....158..138S|6.202|0.034|TIC|2019AJ....158..138S|6.017|0.02|TIC|2019AJ....158..138S|7.462|0.017|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|G8III|1975MSS...C01....0H|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.146924|8.664829|5255601847774716032|0.146924|8.664829|5255601847774716032|1|0|AB|0.2|0.1999999999999993|null|null|null|0|null
TIC 2053193606|354.98923662139|5.6245375294|null|null|2053193606|2756363608022656384|null|null|null|null|null|Gaia DR2 2756363608022656384|tic_bright|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.463|0.6|7.89295|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.78407|3.999258|2756363608023588864|0.78407|3.999258|2756363608023588864|0|0|null|null|null|null|null|null|0|null
TIC 34856861|47.106551|26.330962|47.10557817954636|26.327257391768505|34856861|112440873718425600|112440873718983680|14594|2MASS J03082560+2619532|1791-00794-1|WDS J03084+2620A|HD  19445|tic_near|-209.773|0.073|-829.538|0.058|TIC tic7|2019AJ....158..138S|8.29|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|8.52|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|8.06|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|7.6|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|7.27|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|6.948|0.02|TIC|2019AJ....158..138S|6.696|0.034|TIC|2019AJ....158..138S|6.64|0.02|TIC|2019AJ....158..138S|7.48|0.017|7.904065132141113|0.002786018897542157|gaia_dr3|2023A&A...674A...1G|8.160446166992188|0.0028611866157601342|7.470908164978027|0.003811426066056187|25.8707|0.0394|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|38.6538|0.0588|Simbad 2020yCat.1350....0G|2020yCat.1350....0G|0|G2VFe-3|2003AJ....126.2048G|1|5963.0|19.0|Pastel|2022A&A...663A...4S|4.430462825968749|null|calculated_from_M_and_R|Calculated Value|4.38|0.03|Pastel|2022A&A...663A...4S|-1.96|0.04|Pastel|2022A&A...663A...4S|-0.07251839084802944|null|gcs_Fbol|Calculated Value|0.8619137930984788|null|calc_from_L_and_Teff|Calculated Value|0.73|0.020000000000000018|gcs_reanalysis|2011A&A...530A.138C|0|11.45|2.6450000000000005|gcs_reanalysis|2011A&A...530A.138C|null|null|null|null|null|null|null|1|1|A|10.5|8.399999999999999|null|null|null|0|null
TIC 139606083|151.745494|-49.934437|null|null|139606083|null|null|null|2MASS J10065891-4956039|8190-00236-1|null|IRAS 10050-4941|tic_bright|6.2|2.3|0.6|2.2|TIC tic7|2019AJ....158..138S|null|null|null|null|12.38|0.2|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|11.09|0.07|Simbad 2000A&A...355L..27H|2000A&A...355L..27H|null|null|null|null|null|null|null|null|5.026|0.037|TIC|2019AJ....158..138S|3.893|0.252|TIC|2019AJ....158..138S|3.642|0.29|TIC|2019AJ....158..138S|7.495|0.115|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|M7|1993yCat.3170....0M|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.262352|9.448007|5406705256876354176|0.262352|9.448007|5406705256876354176|0|0|null|null|null|null|null|null|0|null
TIC 66389641|276.04279579615|-34.3851449797|null|null|66389641|null|null|90185|2MASS J18241032-3423046|7401-3471-1|WDS J18242-3423A|* eps Sgr|tic_bright|-39.42|0.22|-124.2|0.14|Simbad 2007A&A...474..653V|2007A&A...474..653V|null|null|null|null|1.82|0.01|Simbad 2002A&A...384..180F|2002A&A...384..180F|1.81|0.01|Simbad 2002A&A...384..180F|2002A&A...384..180F|null|null|null|null|null|null|null|null|1.733|0.274|TIC|2019AJ....158..138S|1.768|0.228|TIC|2019AJ....158..138S|1.771|0.254|TIC|2019AJ....158..138S|7.5|0.6|null|null|null|null|null|null|null|null|22.76|0.24|Simbad 2007A&A...474..653V|2007A&A...474..653V|43.936731107205624|0.46330472169285364|Simbad plx 2007A&A...474..653V|2007A&A...474..653V|0|B9IVp_lB?|1975ApJ...197..137S|0|8930.0|null|TIC|2019AJ....158..138S|3.0412038670933517|null|calculated_from_M_and_R|Calculated Value|null|null|null|null|null|null|null|null|2.507389041519826|0.43449611548915806|update McDonald2017|2017MNRAS.471..770M|7.492801852740264|null|calc_from_L_and_Teff|Calculated Value|2.2512552335373095|0.31233251990469724|TIC_teff_mass_relation|Calculated Value|1|null|null|null|null|null|null|null|null|null|null|null|1|0|A|38.6|12.450000000000001|null|null|null|0|null
TIC 66927593|240.418929|-24.325201|null|null|66927593|null|6236239191782561664|78510|2MASS J16014054-2419306|6779-01945-1|WDS J16017-2420AB|HD 143518|tic_bright|-15.6|1.4|-18.2|1.4|TIC tic7|2019AJ....158..138S|null|null|null|null|9.89|0.04|Simbad 2002A&A...384..180F|2002A&A...384..180F|8.66|0.02|Simbad 2002A&A...384..180F|2002A&A...384..180F|null|null|null|null|null|null|null|null|6.512|0.021|TIC|2019AJ....158..138S|5.898|0.024|TIC|2019AJ....158..138S|5.756|0.016|TIC|2019AJ....158..138S|7.514|0.017|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|K1III|1988MSS...C04....0H|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|null|null|null|null|null|null|1|0|AB|0.3|0.33000000000000007|null|null|null|0|null
TIC 524115715|217.81891622402|-67.71724337502|null|null|524115715|5848315129968689152|null|null|null|9257-1946-2|WDS J14313-6743Ab|HD 126862B|tic_bright|42.3|2.0|-61.5|2.0|Simbad 2002A&A...384..180F|2002A&A...384..180F|null|null|null|null|9.38|0.02|Simbad 2002A&A...384..180F|2002A&A...384..180F|8.76|0.01|Simbad 2002A&A...384..180F|2002A&A...384..180F|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.535|0.6|7.96454|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|0.748739|5.6174|5848315134292102272|0.748739|5.6174|5848315134292102272|1|0|Ab|0.7|2.8100000000000005|null|null|null|0|null
TIC 351699901|258.176521|23.873768|null|null|351699901|null|null|null|2MASS J17124236+2352255|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|9.91|null|TIC tycho2|2019AJ....158..138S|null|null|null|null|null|null|null|null|null|null|null|null|9.328|null|TIC|2019AJ....158..138S|12.787|0.206|TIC|2019AJ....158..138S|13.309|0.26|TIC|2019AJ....158..138S|7.548|0.155|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|3.812384|9.440329|4568850252298719872|3.812384|9.440329|4568850252298719872|0|0|null|null|null|null|null|null|0|null
TIC 458859916|161.26482802695|-59.6844769407|null|null|458859916|5350358580171706624|5350358584482202880|null|2MASS J10450360-5941040|8626-02809-1|WDS J10451-5941|* eta Car|tic_bright|-11.0|0.8|4.1|0.7|TIC tycho2|2019AJ....158..138S|6.37|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|7.03|0.02|Simbad 2002A&A...384..180F|2002A&A...384..180F|6.48|0.01|Simbad 2002A&A...384..180F|2002A&A...384..180F|4.9|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|4.41|null|Simbad 2002yCat.2237....0D|2002yCat.2237....0D|1.658|0.528|TIC|2019AJ....158..138S|1.073|0.396|TIC|2019AJ....158..138S|0.171|0.38|TIC|2019AJ....158..138S|7.556|0.133|8.06557|null|null|null|7.28792|null|6.30526|null|null|null|null|null|null|null|null|null|0|OBepec|1971PW&SO...1a...1S|0|5304.4323552350015|70.0|using_TIC_relation|Calculated Value|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|3.551976|13.001064|5350358584482216064|3.551976|13.001064|5350358584482216064|1|0||0.2|0.10000000000000053|null|null|null|0|null
TIC 471013492|302.26783303|-74.2191991|null|null|471013492|null|null|null|null|null|null|null|tic_bright|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|7.59|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|0|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|0|null|null|null|null|null|3.906764|7.475243|6366949507746112512|3.906764|7.475243|6366949507746112512|0|0|null|null|null|null|null|null|0|null
